query_name,market_hash_name,pattern_families,paint_seed,seed_confidence,overall_confidence,ask,ask_seller_net,base_ask_mean_10,base_ask_n,market_overpay_mult,market_overpay_pct,expected_overpay_mult,expected_overpay_pct,overpay_gap_mult,overpay_gap_pct,expected_price,edge_abs,edge_ratio,float_value,listing_id,asset_id,scm_total_listings,converted_price,converted_fee,converted_currencyid,asset_properties_json,target_notes
AWP | PAW,AWP | PAW (Well-Worn),Gold Cat | Stoner Cat | Gold Grenade | Cat Knife | Gas Mask,685,0.8,0.8,3.39,2.96,3.21,10,1.0560747663551402,0.05607476635514019,1.6,0.6000000000000001,0.5439252336448599,0.5439252336448599,5.136,1.746,0.5150442477876107,0.43663081526756,637962976196691967,50978220950,99,296,43,2003,,"Самый ясный и ликвидный PAW-motif. Часто проще всего для поисков по Steam.; Мемный, но recognised motif. Иногда misprice встречается из-за слабой верификации seller'ом.; Второй эшелон PAW patterns, collector premium есть, но спрос уже уже.; Нишевая, но известная вариация.; Pattern premium реальный, но более niche, чем Gold Cat."
AWP | PAW,AWP | PAW (Well-Worn),Gold Cat | Stoner Cat | Gold Grenade | Cat Knife | Gas Mask,954,0.8,0.8,21.34,18.57,3.21,10,6.64797507788162,5.64797507788162,1.6,0.6000000000000001,-5.04797507788162,-5.04797507788162,5.136,-16.204,-0.7593252108716027,0.44784379005432,776444863718658784,49477833562,99,1857,277,2003,,"Самый ясный и ликвидный PAW-motif. Часто проще всего для поисков по Steam.; Мемный, но recognised motif. Иногда misprice встречается из-за слабой верификации seller'ом.; Второй эшелон PAW patterns, collector premium есть, но спрос уже уже.; Нишевая, но известная вариация.; Pattern premium реальный, но более niche, чем Gold Cat."
AWP | PAW,AWP | PAW (Well-Worn),Gold Cat | Stoner Cat | Gold Grenade | Cat Knife | Gas Mask,429,0.8,0.8,30.78,26.78,3.21,10,9.588785046728972,8.588785046728972,1.6,0.6000000000000001,-7.988785046728973,-7.988785046728973,5.136,-25.644000000000002,-0.8331384015594542,0.44283702969551,631207576762957473,50937432336,99,2678,400,2003,,"Самый ясный и ликвидный PAW-motif. Часто проще всего для поисков по Steam.; Мемный, но recognised motif. Иногда misprice встречается из-за слабой верификации seller'ом.; Второй эшелон PAW patterns, collector premium есть, но спрос уже уже.; Нишевая, но известная вариация.; Pattern premium реальный, но более niche, чем Gold Cat."
AWP | PAW,AWP | PAW (Well-Worn),Gold Cat | Stoner Cat | Gold Grenade | Cat Knife | Gas Mask,420,0.8,0.8,94.16,81.89,3.21,10,29.333333333333332,28.333333333333332,1.8,0.8,-27.53333333333333,-27.53333333333333,5.7780000000000005,-88.38199999999999,-0.9386363636363636,0.41765651106834,740407822401818455,45865318082,99,8189,1227,2003,,"Самый ясный и ликвидный PAW-motif. Часто проще всего для поисков по Steam.; Мемный, но recognised motif. Иногда misprice встречается из-за слабой верификации seller'ом.; Второй эшелон PAW patterns, collector premium есть, но спрос уже уже.; Нишевая, но известная вариация.; Pattern premium реальный, но более niche, чем Gold Cat."
AWP | PAW,StatTrak™ AWP | PAW (Battle-Scarred),Gold Cat | Stoner Cat | Gold Grenade | Cat Knife | Gas Mask,628,0.8,0.8,64.94,56.48,9.291,10,6.9895597890431596,5.9895597890431596,1.6,0.6000000000000001,-5.38955978904316,-5.38955978904316,14.8656,-50.0744,-0.7710871573760394,0.4979926943779,803466536343324573,26566784834,22,5648,846,2003,,"Самый ясный и ликвидный PAW-motif. Часто проще всего для поисков по Steam.; Мемный, но recognised motif. Иногда misprice встречается из-за слабой верификации seller'ом.; Второй эшелон PAW patterns, collector premium есть, но спрос уже уже.; Нишевая, но известная вариация.; Pattern premium реальный, но более niche, чем Gold Cat."
AWP | PAW,StatTrak™ AWP | PAW (Factory New),Gold Cat | Stoner Cat | Gold Grenade | Cat Knife | Gas Mask,737,0.8,0.8,61.46,53.45,18.417,10,3.3371341695172934,2.3371341695172934,1.6,0.6000000000000001,-1.7371341695172933,-1.7371341695172933,29.467200000000005,-31.992799999999995,-0.5205466970387242,0.04576386138797,669488905357694535,50879668978,106,5345,801,2003,,"Самый ясный и ликвидный PAW-motif. Часто проще всего для поисков по Steam.; Мемный, но recognised motif. Иногда misprice встречается из-за слабой верификации seller'ом.; Второй эшелон PAW patterns, collector premium есть, но спрос уже уже.; Нишевая, но известная вариация.; Pattern premium реальный, но более niche, чем Gold Cat."
AWP | PAW,StatTrak™ AWP | PAW (Factory New),Gold Cat | Stoner Cat | Gold Grenade | Cat Knife | Gas Mask,628,0.8,0.8,75.02,65.24,18.417,10,4.0734104360102075,3.0734104360102075,1.6,0.6000000000000001,-2.4734104360102074,-2.4734104360102074,29.467200000000005,-45.55279999999999,-0.607208744334844,0.04240317642689,640212873547722070,46660114788,106,6524,978,2003,,"Самый ясный и ликвидный PAW-motif. Часто проще всего для поисков по Steam.; Мемный, но recognised motif. Иногда misprice встречается из-за слабой верификации seller'ом.; Второй эшелон PAW patterns, collector premium есть, но спрос уже уже.; Нишевая, но известная вариация.; Pattern premium реальный, но более niche, чем Gold Cat."
AWP | PAW,StatTrak™ AWP | PAW (Field-Tested),Gold Cat | Stoner Cat | Gold Grenade | Cat Knife | Gas Mask,788,0.8,0.8,12.6,10.97,8.538,10,1.4757554462403373,0.4757554462403373,1.8,0.8,0.32424455375966277,0.32424455375966277,15.368400000000001,2.7684000000000015,0.21971428571428575,0.21414855122566,639088242108243378,50556601540,125,1097,163,2003,,"Самый ясный и ликвидный PAW-motif. Часто проще всего для поисков по Steam.; Мемный, но recognised motif. Иногда misprice встречается из-за слабой верификации seller'ом.; Второй эшелон PAW patterns, collector premium есть, но спрос уже уже.; Нишевая, но известная вариация.; Pattern premium реальный, но более niche, чем Gold Cat."
AWP | PAW,StatTrak™ AWP | PAW (Field-Tested),Gold Cat | Stoner Cat | Gold Grenade | Cat Knife | Gas Mask,350,0.8,0.8,34.22,29.77,8.538,10,4.007964394471773,3.007964394471773,3.0,2.0,-1.0079643944717729,-1.0079643944717729,25.614,-8.605999999999998,-0.25149035651665685,0.21148976683617,669488905353338175,48730768526,125,2977,445,2003,,"Самый ясный и ликвидный PAW-motif. Часто проще всего для поисков по Steam.; Мемный, но recognised motif. Иногда misprice встречается из-за слабой верификации seller'ом.; Второй эшелон PAW patterns, collector premium есть, но спрос уже уже.; Нишевая, но известная вариация.; Pattern premium реальный, но более niche, чем Gold Cat."
AWP | PAW,StatTrak™ AWP | PAW (Field-Tested),Gold Cat | Stoner Cat | Gold Grenade | Cat Knife | Gas Mask,710,0.8,0.8,60.75,52.83,8.538,10,7.115249472944483,6.115249472944483,1.8,0.8,-5.315249472944483,-5.315249472944483,15.368400000000001,-45.3816,-0.7470222222222223,0.21179027855396,644717288454527973,47954201005,125,5283,792,2003,,"Самый ясный и ликвидный PAW-motif. Часто проще всего для поисков по Steam.; Мемный, но recognised motif. Иногда misprice встречается из-за слабой верификации seller'ом.; Второй эшелон PAW patterns, collector premium есть, но спрос уже уже.; Нишевая, но известная вариация.; Pattern premium реальный, но более niche, чем Gold Cat."
AWP | PAW,StatTrak™ AWP | PAW (Field-Tested),Gold Cat | Stoner Cat | Gold Grenade | Cat Knife | Gas Mask,350,0.8,0.8,106.92,92.99,8.538,10,12.522839072382292,11.522839072382292,3.0,2.0,-9.522839072382292,-9.522839072382292,25.614,-81.306,-0.7604377104377105,0.16874922811985,796709793738843570,49591728764,125,9299,1393,2003,,"Самый ясный и ликвидный PAW-motif. Часто проще всего для поисков по Steam.; Мемный, но recognised motif. Иногда misprice встречается из-за слабой верификации seller'ом.; Второй эшелон PAW patterns, collector premium есть, но спрос уже уже.; Нишевая, но известная вариация.; Pattern premium реальный, но более niche, чем Gold Cat."
AWP | PAW,StatTrak™ AWP | PAW (Minimal Wear),Gold Cat | Stoner Cat | Gold Grenade | Cat Knife | Gas Mask,41,0.8,0.8,179.71,156.28,11.442,10,15.706170249956301,14.706170249956301,3.0,2.0,-12.706170249956301,-12.706170249956301,34.326,-145.38400000000001,-0.808992265316343,0.10343618690968,635708009622663555,48474451883,62,15628,2343,2003,,"Самый ясный и ликвидный PAW-motif. Часто проще всего для поисков по Steam.; Мемный, но recognised motif. Иногда misprice встречается из-за слабой верификации seller'ом.; Второй эшелон PAW patterns, collector premium есть, но спрос уже уже.; Нишевая, но известная вариация.; Pattern premium реальный, но более niche, чем Gold Cat."
AWP | PAW,StatTrak™ AWP | PAW (Minimal Wear),Gold Cat | Stoner Cat | Gold Grenade | Cat Knife | Gas Mask,350,0.8,0.8,324.0,281.75,11.442,10,28.31672784478238,27.31672784478238,3.0,2.0,-25.31672784478238,-25.31672784478238,34.326,-289.674,-0.8940555555555556,0.0821431428194,782063670420425409,36221040393,62,28175,4225,2003,,"Самый ясный и ликвидный PAW-motif. Часто проще всего для поисков по Steam.; Мемный, но recognised motif. Иногда misprice встречается из-за слабой верификации seller'ом.; Второй эшелон PAW patterns, collector premium есть, но спрос уже уже.; Нишевая, но известная вариация.; Pattern premium реальный, но более niche, чем Gold Cat."
Five-SeveN | Case Hardened,Five-SeveN | Case Hardened (Field-Tested),Blue Gem Top,690,0.92,0.92,1475.81,1283.32,20.231,10,72.94795116405516,71.94795116405516,6.0,5.0,-66.94795116405516,-66.94795116405516,121.38600000000001,-1354.424,-0.9177495748097655,0.3601707816124,775323495733289118,51115952637,139,128332,19249,2003,,"Уже не ножевой сегмент, но premium всё ещё очень большой и рынок seed-aware."
Five-SeveN | Kami,Five-SeveN | Kami (Factory New),Top / meme / collector,348,0.88,0.88,51.75,45.0,10.987,10,4.710111950486939,3.7101119504869393,3.0,2.0,-1.7101119504869393,-1.7101119504869393,32.961,-18.789,-0.36307246376811597,0.03186344355345,658230443476180502,50429225945,254,4500,675,2003,,Главный non-knife meme case. #909 — strongest collector seed; остальные тоже узнаваемы у pattern-рынка.
Five-SeveN | Kami,Five-SeveN | Kami (Factory New),Top / meme / collector,411,0.88,0.88,74.49,64.79,10.987,10,6.77983070901975,5.77983070901975,3.0,2.0,-3.77983070901975,-3.77983070901975,32.961,-41.528999999999996,-0.5575110753121224,0.040213778615,788834295059391728,47898881322,254,6479,970,2003,,Главный non-knife meme case. #909 — strongest collector seed; остальные тоже узнаваемы у pattern-рынка.
Five-SeveN | Kami,Five-SeveN | Kami (Factory New),Top / meme / collector,348,0.88,0.88,117.08,101.81,10.987,10,10.656230090106488,9.656230090106488,3.0,2.0,-7.656230090106488,-7.656230090106488,32.961,-84.119,-0.7184745473180731,0.03557109087706,653723672485729420,30118927845,254,10181,1527,2003,,Главный non-knife meme case. #909 — strongest collector seed; остальные тоже узнаваемы у pattern-рынка.
Five-SeveN | Kami,Five-SeveN | Kami (Field-Tested),Top / meme / collector,909,0.88,0.88,777.0,675.66,3.009,10,258.22532402791626,257.22532402791626,8.0,7.0,-250.22532402791626,-250.22532402791626,24.072,-752.928,-0.969019305019305,0.28850850462914,640212873599596954,48120787327,59,67566,10134,2003,,Главный non-knife meme case. #909 — strongest collector seed; остальные тоже узнаваемы у pattern-рынка.
Five-SeveN | Kami,Five-SeveN | Kami (Minimal Wear),Top / meme / collector,411,0.88,0.88,57.5,50.0,3.934,10,14.616166751398067,13.616166751398067,3.0,2.0,-11.616166751398067,-11.616166751398067,11.802,-45.698,-0.7947478260869565,0.12394335120916,740409725290822741,45181592472,103,5000,750,2003,,Главный non-knife meme case. #909 — strongest collector seed; остальные тоже узнаваемы у pattern-рынка.
Five-SeveN | Kami,Five-SeveN | Kami (Minimal Wear),Top / meme / collector,662,0.88,0.88,171.28,148.95,3.934,10,43.53838332486019,42.53838332486019,4.5,3.5,-39.03838332486019,-39.03838332486019,17.703,-153.577,-0.8966429238673517,0.07488662004471,649222609490350155,47794815861,103,14895,2233,2003,,Главный non-knife meme case. #909 — strongest collector seed; остальные тоже узнаваемы у pattern-рынка.
Five-SeveN | Kami,StatTrak™ Five-SeveN | Kami (Factory New),Top / meme / collector,601,0.88,0.88,126.0,109.58,7.734999999999999,10,16.289592760180998,15.289592760180998,3.0,2.0,-13.289592760180998,-13.289592760180998,23.205,-102.795,-0.8158333333333334,0.04281494021416,742659622226101960,532162058,164,10958,1642,2003,,Главный non-knife meme case. #909 — strongest collector seed; остальные тоже узнаваемы у pattern-рынка.
Five-SeveN | Kami,StatTrak™ Five-SeveN | Kami (Minimal Wear),Top / meme / collector,348,0.88,0.88,35.0,30.44,4.593999999999999,10,7.6186329995646505,6.6186329995646505,3.0,2.0,-4.6186329995646505,-4.6186329995646505,13.781999999999998,-21.218000000000004,-0.6062285714285714,0.12107715755701,630083017728795726,45298673606,158,3044,456,2003,,Главный non-knife meme case. #909 — strongest collector seed; остальные тоже узнаваемы у pattern-рынка.
Five-SeveN | Kami,StatTrak™ Five-SeveN | Kami (Minimal Wear),Top / meme / collector,411,0.88,0.88,45.48,39.56,4.593999999999999,10,9.899869394862865,8.899869394862865,3.0,2.0,-6.899869394862865,-6.899869394862865,13.781999999999998,-31.698,-0.6969656992084432,0.11879550665617,624453518126646966,44132879111,158,3956,592,2003,,Главный non-knife meme case. #909 — strongest collector seed; остальные тоже узнаваемы у pattern-рынка.
Galil AR | Sandstorm,Galil AR | Sandstorm (Field-Tested),Max Purple | Max Sand,449,0.52,0.61,32.0,27.83,2.768,10,11.560693641618498,10.560693641618498,1.3,0.30000000000000004,-10.260693641618497,-10.260693641618497,3.5984,-28.401600000000002,-0.8875500000000001,0.23452192544937,720139732935276051,47562604701,150,2783,417,2003,,"Один из более известных старых rifle-pattern кейсов.; Спрос слабее purple variant, но pattern известен."
Galil AR | Sandstorm,Galil AR | Sandstorm (Field-Tested),Max Purple | Max Sand,761,0.7,0.61,47.15,41.0,2.768,10,17.033959537572255,16.033959537572255,1.7,0.7,-15.333959537572255,-15.333959537572255,4.7056,-42.4444,-0.9001993637327678,0.27496200799942,661608215080493644,45564479625,150,4100,615,2003,,"Один из более известных старых rifle-pattern кейсов.; Спрос слабее purple variant, но pattern известен."
Galil AR | Sandstorm,Galil AR | Sandstorm (Field-Tested),Max Purple | Max Sand,583,0.7,0.61,85.57,74.41,2.768,10,30.914017341040463,29.914017341040463,1.7,0.7,-29.214017341040464,-29.214017341040464,4.7056,-80.86439999999999,-0.9450087647540025,0.287398904562,641338773500822945,30726071265,150,7441,1116,2003,,"Один из более известных старых rifle-pattern кейсов.; Спрос слабее purple variant, но pattern известен."
Galil AR | Sandstorm,Galil AR | Sandstorm (Field-Tested),Max Purple | Max Sand,761,0.7,0.61,248.23,215.86,2.768,10,89.67846820809248,88.67846820809248,1.7,0.7,-87.97846820809248,-87.97846820809248,4.7056,-243.52439999999999,-0.9810433871812432,0.2623376250267,622197210756144505,48694805877,150,21586,3237,2003,,"Один из более известных старых rifle-pattern кейсов.; Спрос слабее purple variant, но pattern известен."
Galil AR | Sandstorm,Galil AR | Sandstorm (Field-Tested),Max Purple | Max Sand,761,0.7,0.61,280.41,243.84,2.768,10,101.3041907514451,100.3041907514451,1.7,0.7,-99.6041907514451,-99.6041907514451,4.7056,-275.7044,-0.9832188581006384,0.16849990189075,636836442325667169,50911344368,150,24384,3657,2003,,"Один из более известных старых rifle-pattern кейсов.; Спрос слабее purple variant, но pattern известен."
Galil AR | Sandstorm,StatTrak™ Galil AR | Sandstorm (Field-Tested),Max Purple | Max Sand,761,0.7,0.61,43.62,37.94,1.902,10,22.933753943217667,21.933753943217667,1.7,0.7,-21.233753943217668,-21.233753943217668,3.2333999999999996,-40.3866,-0.9258734525447043,0.20524603128433,628955142958349071,41483921311,226,3794,568,2003,,"Один из более известных старых rifle-pattern кейсов.; Спрос слабее purple variant, но pattern известен."
Glock-18 | Gamma Doppler,Glock-18 | Gamma Doppler (Battle-Scarred),High Tier,452,0.8,0.8,373.93,325.17,165.832,10,2.2548724009841288,1.2548724009841288,3.5,2.5,1.2451275990158712,1.2451275990158712,580.412,206.48200000000003,0.5521942609579331,0.47251218557358,756172323970953761,48168557871,10,32517,4876,2003,,"Не нож, но дорогой и вполне pattern-sensitive market. Сначала проверять High Tier и Rank I."
Glock-18 | Gamma Doppler,Glock-18 | Gamma Doppler (Factory New),High Tier,288,0.8,0.8,513.32,446.38,252.09,10,2.036256892379706,1.036256892379706,3.0,2.0,0.963743107620294,0.963743107620294,756.27,242.94999999999993,0.47329151406530023,0.06786734610796,794459337175889929,33113593024,90,44638,6694,2003,,"Не нож, но дорогой и вполне pattern-sensitive market. Сначала проверять High Tier и Rank I."
Glock-18 | Gamma Doppler,Glock-18 | Gamma Doppler (Factory New),High Tier,288,0.8,0.8,612.49,532.6,252.09,10,2.429648141536753,1.4296481415367528,3.0,2.0,0.5703518584632472,0.5703518584632472,756.27,143.77999999999997,0.2347466897418733,0.03487757965922,635708640175395559,49370005550,90,53260,7989,2003,,"Не нож, но дорогой и вполне pattern-sensitive market. Сначала проверять High Tier и Rank I."
Glock-18 | Gamma Doppler,Glock-18 | Gamma Doppler (Field-Tested),High Tier,362,0.8,0.8,117.03,101.78,106.803,10,1.0957557371983933,0.09575573719839325,3.0,2.0,1.9042442628016067,1.9042442628016067,320.409,203.379,1.737836452191746,0.31024914979935,545639912146526138,50274613639,77,10178,1525,2003,,"Не нож, но дорогой и вполне pattern-sensitive market. Сначала проверять High Tier и Rank I."
Glock-18 | Gamma Doppler,Glock-18 | Gamma Doppler (Field-Tested),High Tier,408,0.8,0.8,172.5,150.0,106.803,10,1.6151231706974523,0.6151231706974523,3.0,2.0,1.3848768293025477,1.3848768293025477,320.409,147.909,0.8574434782608695,0.19993169605732,652598587799781408,43254280329,77,15000,2250,2003,,"Не нож, но дорогой и вполне pattern-sensitive market. Сначала проверять High Tier и Rank I."
Glock-18 | Gamma Doppler,Glock-18 | Gamma Doppler (Minimal Wear),High Tier,534,0.8,0.8,243.69,211.91,154.4,10,1.5783031088082902,0.5783031088082902,3.5,2.5,1.9216968911917098,1.9216968911917098,540.4,296.71,1.217571504780664,0.14665785431862,630079774426595649,48344658108,91,21191,3178,2003,,"Не нож, но дорогой и вполне pattern-sensitive market. Сначала проверять High Tier и Rank I."
Glock-18 | Grinder,Glock-18 | Grinder (Factory New),Full Black,811,0.7,0.7,62.8,54.61,18.219,10,3.4469509852351936,2.4469509852351936,1.5,0.5,-1.9469509852351936,-1.9469509852351936,27.328500000000002,-35.47149999999999,-0.5648328025477707,0.06682871282101,660482407748649262,19726202916,227,5461,819,2003,,Black pattern — старый и узнаваемый collector niche.
Glock-18 | Grinder,Glock-18 | Grinder (Field-Tested),Full Black,916,0.7,0.7,96.89,84.26,4.1659999999999995,10,23.257321171387424,22.257321171387424,1.5,0.5,-21.757321171387424,-21.757321171387424,6.248999999999999,-90.641,-0.9355041799979358,0.22148802876472,642464039603724621,50128642781,79,8426,1263,2003,,Black pattern — старый и узнаваемый collector niche.
Glock-18 | Grinder,StatTrak™ Glock-18 | Grinder (Factory New),Full Black,916,0.7,0.7,916.0,796.53,12.144,10,75.42819499341239,74.42819499341239,1.5,0.5,-73.92819499341239,-73.92819499341239,18.216,-897.784,-0.9801135371179039,0.03609972447157,658226638295577157,17109429747,49,79653,11947,2003,,Black pattern — старый и узнаваемый collector niche.
Glock-18 | Grinder,StatTrak™ Glock-18 | Grinder (Field-Tested),Full Black,384,0.7,0.7,94.12,81.85,9.998000000000001,10,9.41388277655531,8.41388277655531,1.5,0.5,-7.91388277655531,-7.91388277655531,14.997000000000002,-79.123,-0.840660858478538,0.16869506239891,639086339867509413,47721277268,23,8185,1227,2003,,Black pattern — старый и узнаваемый collector niche.
Glock-18 | High Beam,Souvenir Glock-18 | High Beam (Minimal Wear),Full Beam,897,0.52,0.52,156.95,136.49,5.759,10,27.252995311686053,26.252995311686053,1.25,0.25,-26.002995311686053,-26.002995311686053,7.19875,-149.75125,-0.9541334820006372,0.07003928720951,804592436301355769,50012069639,27,13649,2046,2003,,"Слабее, чем Grinder/Moonrise, но pattern guide существует."
Glock-18 | Moonrise,Glock-18 | Moonrise (Battle-Scarred),Centered Star,958,0.72,0.72,1.72,1.5,0.986,10,1.7444219066937119,0.7444219066937119,1.6,0.6000000000000001,-0.1444219066937118,-0.1444219066937118,1.5776000000000001,-0.14239999999999986,-0.08279069767441849,0.45277914404869,639090217026152565,25667661105,211,150,22,2003,,"Не самый большой premium, но сиды известны и underpricing бывает."
Glock-18 | Moonrise,Glock-18 | Moonrise (Battle-Scarred),Centered Star,302,0.72,0.72,2.1,1.83,0.986,10,2.129817444219067,1.129817444219067,1.6,0.6000000000000001,-0.5298174442190668,-0.5298174442190668,1.5776000000000001,-0.5224,-0.24876190476190474,0.45414704084396,630082311084615805,50729479075,211,183,27,2003,,"Не самый большой premium, но сиды известны и underpricing бывает."
Glock-18 | Moonrise,Glock-18 | Moonrise (Battle-Scarred),Centered Star,237,0.72,0.72,3.39,2.96,0.986,10,3.4381338742393512,2.4381338742393512,1.6,0.6000000000000001,-1.8381338742393512,-1.8381338742393512,1.5776000000000001,-1.8124,-0.5346312684365782,0.6039177775383,732526071248467925,47808959038,211,296,43,2003,,"Не самый большой premium, но сиды известны и underpricing бывает."
Glock-18 | Moonrise,Glock-18 | Moonrise (Factory New),Centered Star,509,0.72,0.72,13.0,11.31,4.804,10,2.7060782681099083,1.7060782681099083,1.6,0.6000000000000001,-1.1060782681099082,-1.1060782681099082,7.686400000000001,-5.313599999999999,-0.4087384615384615,0.06820395588875,640216116811954151,51026521625,359,1131,169,2003,,"Не самый большой premium, но сиды известны и underpricing бывает."
